id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
5316158,Brooklyn,Clinton Hill,40.68378,-73.96483,Entire home/apt,175,2,8,1,0
5316266,Manhattan,Harlem,40.81186,-73.94019,Entire home/apt,125,6,2,1,0
5316377,Brooklyn,Crown Heights,40.6686,-73.93037,Entire home/apt,249,3,193,1,344
5316908,Manhattan,Upper West Side,40.76917,-73.98488,Entire home/apt,87,30,7,52,365
5317871,Brooklyn,Fort Greene,40.68436,-73.9735,Private room,65,2,0,1,0
5318322,Brooklyn,Gowanus,40.68095,-73.98901,Entire home/apt,495,2,95,1,285
5319150,Brooklyn,Williamsburg,40.71323,-73.95852,Entire home/apt,120,30,21,1,219
5319431,Manhattan,East Harlem,40.78866,-73.95461,Entire home/apt,110,6,25,1,161
5319785,Manhattan,Gramercy,40.73627,-73.9802,Entire home/apt,159,2,13,1,10
5320983,Brooklyn,DUMBO,40.7043,-73.98667,Entire home/apt,189,2,177,2,235
5325551,Brooklyn,Bedford-Stuyvesant,40.68076,-73.91673,Private room,58,2,0,1,0
5326138,Brooklyn,Bushwick,40.70745,-73.92255,Private room,59,1,12,2,358
5327035,Brooklyn,Crown Heights,40.67784,-73.94995,Private room,51,7,0,1,0
5327598,Manhattan,East Village,40.72259,-73.98502,Entire home/apt,199,3,1,1,0
5328543,Brooklyn,Crown Heights,40.67209,-73.94899,Private room,52,12,1,5,89
5334478,Manhattan,Chelsea,40.74326,-74.00004,Entire home/apt,199,2,98,2,33
5335792,Manhattan,East Village,40.72825,-73.98879,Private room,100,2,0,1,0
5336588,Manhattan,East Harlem,40.80249,-73.93463,Private room,54,1,46,2,14
5337757,Brooklyn,Greenpoint,40.72722,-73.94209,Private room,49,3,59,1,99
5338293,Manhattan,SoHo,40.72578,-73.99998,Private room,250,1,10,1,364
5340170,Brooklyn,Park Slope,40.67487,-73.98459,Private room,45,1,2,1,0
5340262,Queens,Flushing,40.74569,-73.83299,Private room,50,1,214,8,56
5341379,Brooklyn,Fort Greene,40.68894,-73.9803,Entire home/apt,600,1,0,1,0
5343821,Manhattan,Midtown,40.75624,-73.96417,Entire home/apt,200,2,84,1,272
5344850,Queens,Woodside,40.74705,-73.89564,Private room,38,5,13,1,0
5345293,Brooklyn,Brooklyn Heights,40.69165,-73.99764,Entire home/apt,300,2,62,1,274
5346488,Brooklyn,Bedford-Stuyvesant,40.694,-73.93472,Private room,50,14,0,1,0
5346743,Brooklyn,Bay Ridge,40.63304,-74.02811,Private room,55,15,7,2,317
5352301,Brooklyn,East Flatbush,40.65777,-73.92263,Private room,27,30,9,2,345
5352802,Manhattan,Midtown,40.75045,-73.98456,Entire home/apt,200,6,1,1,0
5353312,Manhattan,Upper East Side,40.77528,-73.95238,Entire home/apt,99,30,13,15,323
5353431,Brooklyn,Bedford-Stuyvesant,40.69365,-73.95841,Entire home/apt,80,5,5,1,0
5353612,Manhattan,West Village,40.73433,-74.00588,Entire home/apt,250,2,168,1,222
5353815,Brooklyn,Flatbush,40.6549,-73.95432,Entire home/apt,95,3,0,1,0
5354632,Manhattan,Inwood,40.87206,-73.92946,Private room,59,4,13,3,157
5354796,Bronx,University Heights,40.85535,-73.91388,Private room,57,2,106,4,82
5358354,Manhattan,Hell's Kitchen,40.76685,-73.98644,Entire home/apt,170,30,20,39,320
5359410,Brooklyn,Bushwick,40.6983,-73.92607,Private room,50,1,1,1,0
5361021,Manhattan,Washington Heights,40.84522,-73.93952,Private room,49,1,1,1,0
5361824,Brooklyn,Williamsburg,40.71539,-73.95426,Private room,65,4,2,1,0
5362041,Manhattan,Harlem,40.80917,-73.95405,Entire home/apt,250,3,104,2,266
5362279,Brooklyn,Brooklyn Heights,40.69482,-73.99222,Entire home/apt,200,4,24,1,0
5363669,Manhattan,East Harlem,40.79312,-73.94115,Entire home/apt,110,2,10,1,0
5363874,Manhattan,Kips Bay,40.74205,-73.97997,Entire home/apt,250,30,13,1,274
5364134,Brooklyn,South Slope,40.66305,-73.9886,Private room,73,1,199,2,142
5364337,Brooklyn,Bedford-Stuyvesant,40.68767,-73.94147,Private room,70,1,0,1,0
5364814,Brooklyn,Bushwick,40.70018,-73.92586,Entire home/apt,125,1,1,1,0
5365190,Brooklyn,Williamsburg,40.71186,-73.96115,Entire home/apt,195,1,0,1,50
5366126,Brooklyn,Prospect-Lefferts Gardens,40.66126,-73.96257,Private room,75,1,0,1,0
5370580,Queens,Corona,40.73886,-73.85147,Private room,36,1,69,1,354
5371463,Brooklyn,Bedford-Stuyvesant,40.69076,-73.95481,Entire home/apt,99,1,100,1,158
5372082,Brooklyn,Boerum Hill,40.68558,-73.98175,Entire home/apt,100,2,8,1,359
5372526,Manhattan,Lower East Side,40.71952,-73.99313,Private room,71,10,56,1,131
5373297,Brooklyn,Park Slope,40.67092,-73.98759,Entire home/apt,100,2,4,1,0
5373703,Brooklyn,Clinton Hill,40.68943,-73.96635,Private room,85,1,28,1,0
5374226,Manhattan,Gramercy,40.73554,-73.98855,Entire home/apt,169,2,16,1,0
5376069,Manhattan,West Village,40.73666,-74.00691,Entire home/apt,149,2,3,1,0
5381943,Manhattan,Upper East Side,40.77993,-73.94879,Private room,89,1,91,1,166
5382755,Brooklyn,East Flatbush,40.6593,-73.93512,Private room,44,30,1,43,273
5383005,Brooklyn,Williamsburg,40.70713,-73.94537,Entire home/apt,150,2,233,1,5
5384643,Brooklyn,Fort Greene,40.69105,-73.97356,Entire home/apt,125,2,73,1,20
5384774,Queens,Far Rockaway,40.59696,-73.75524,Private room,42,6,2,43,151
5385943,Manhattan,Washington Heights,40.83242,-73.93931,Private room,28,20,0,1,0
5386402,Brooklyn,Williamsburg,40.71395,-73.96298,Entire home/apt,155,4,0,1,0
5389907,Queens,Astoria,40.7636,-73.926,Entire home/apt,300,7,1,1,42
5390483,Manhattan,Upper West Side,40.77461,-73.98899,Private room,250,7,3,1,0
5390882,Manhattan,East Harlem,40.80226,-73.94506,Private room,70,1,325,1,108
5392517,Brooklyn,Crown Heights,40.67494,-73.95841,Entire home/apt,80,15,2,1,0
5395116,Manhattan,Upper West Side,40.79368,-73.97324,Entire home/apt,150,1,0,1,0
5395679,Queens,Ridgewood,40.69829,-73.90771,Private room,65,2,132,1,261
5396325,Brooklyn,Greenpoint,40.72559,-73.95384,Entire home/apt,167,5,2,1,0
5396701,Manhattan,East Village,40.73117,-73.98335,Entire home/apt,130,30,10,39,311
5396801,Brooklyn,Sheepshead Bay,40.58343,-73.95386,Entire home/apt,115,2,60,1,0
5397157,Brooklyn,Greenpoint,40.72071,-73.94902,Private room,94,4,199,2,246
5397568,Manhattan,Harlem,40.82313,-73.94982,Entire home/apt,185,4,137,2,261
5401148,Manhattan,Chelsea,40.74742,-73.99617,Entire home/apt,195,7,14,1,0
5402239,Brooklyn,Williamsburg,40.71475,-73.95557,Entire home/apt,90,4,1,1,0
5402632,Manhattan,Hell's Kitchen,40.75755,-73.99305,Private room,99,365,7,1,337
5402672,Manhattan,Murray Hill,40.74746,-73.97883,Entire home/apt,499,30,4,1,364
5404201,Brooklyn,Prospect Heights,40.67665,-73.97094,Entire home/apt,180,2,135,1,151
5404627,Brooklyn,Williamsburg,40.71208,-73.95091,Entire home/apt,300,2,3,1,0
5406041,Manhattan,East Village,40.72755,-73.97876,Private room,100,2,156,1,197
5406067,Manhattan,Kips Bay,40.73879,-73.97994,Private room,134,3,139,2,3
5406167,Queens,Ridgewood,40.70696,-73.91155,Private room,49,2,49,2,303
5406187,Brooklyn,Flatbush,40.65323,-73.96223,Private room,47,2,91,2,51
5409372,Brooklyn,Windsor Terrace,40.65497,-73.97459,Entire home/apt,120,2,17,1,0
5409607,Manhattan,Upper East Side,40.76235,-73.96005,Entire home/apt,185,30,9,34,342
5410897,Brooklyn,South Slope,40.66832,-73.98754,Entire home/apt,169,30,136,1,279
5411787,Brooklyn,Bay Ridge,40.63692,-74.0276,Entire home/apt,130,14,23,2,33
5412567,Brooklyn,Bedford-Stuyvesant,40.68856,-73.95315,Entire home/apt,110,1,3,1,0
5413565,Brooklyn,Williamsburg,40.70882,-73.93705,Entire home/apt,122,4,21,1,306
5414178,Brooklyn,Prospect Heights,40.6769,-73.96485,Private room,150,1,2,1,0
5414471,Brooklyn,Greenpoint,40.72533,-73.94014,Entire home/apt,129,30,1,52,340
5414911,Queens,Flushing,40.74428,-73.8333,Private room,65,1,76,8,25
5418312,Manhattan,Upper East Side,40.76181,-73.96127,Entire home/apt,115,30,18,34,311
5418807,Queens,Bayswater,40.59968,-73.76452,Private room,60,2,81,1,312
5419405,Brooklyn,Carroll Gardens,40.67757,-73.99617,Entire home/apt,150,7,1,1,0
5420456,Manhattan,Upper West Side,40.77529,-73.98192,Entire home/apt,200,6,35,1,11
5423135,Manhattan,Upper East Side,40.78026,-73.9529,Entire home/apt,110,30,1,1,188
5424042,Queens,Flushing,40.75077,-73.80676,Entire home/apt,259,1,72,6,257
5424994,Manhattan,SoHo,40.72593,-74.00185,Entire home/apt,150,1,5,1,0
5429358,Brooklyn,Williamsburg,40.71813,-73.95758,Entire home/apt,295,3,0,1,0
5430560,Manhattan,Upper West Side,40.7717,-73.98759,Private room,140,1,2,1,0
5430658,Brooklyn,Bedford-Stuyvesant,40.68182,-73.95152,Private room,70,1,49,15,359
5431845,Queens,Long Island City,40.75104,-73.93863,Entire home/apt,134,500,30,1,90
5432089,Manhattan,Harlem,40.82249,-73.94479,Entire home/apt,825,5,28,3,290
5432178,Brooklyn,Williamsburg,40.71551,-73.9436,Private room,100,1,0,2,0
5432597,Manhattan,Kips Bay,40.74352,-73.97859,Entire home/apt,175,2,0,1,0
5432743,Brooklyn,Bushwick,40.69987,-73.93216,Private room,60,1,0,1,0
5433287,Manhattan,East Village,40.73418,-73.9893,Entire home/apt,250,1,15,1,15
5433367,Brooklyn,Greenpoint,40.72665,-73.94832,Private room,58,2,4,1,0
5433746,Brooklyn,Bedford-Stuyvesant,40.68406,-73.91612,Entire home/apt,142,4,106,2,247
5433967,Brooklyn,Bedford-Stuyvesant,40.68369,-73.91349,Entire home/apt,120,3,194,1,213
5434150,Manhattan,Greenwich Village,40.72937,-74.00125,Entire home/apt,136,30,43,1,338
5434197,Manhattan,Harlem,40.81663,-73.95315,Private room,55,2,71,3,0
5434655,Manhattan,Upper West Side,40.79584,-73.97156,Entire home/apt,185,3,0,1,0
5439148,Brooklyn,Prospect Heights,40.67734,-73.96433,Private room,75,1,1,2,188
5439372,Manhattan,East Harlem,40.79963,-73.94628,Entire home/apt,103,2,98,1,237
5442054,Brooklyn,Fort Greene,40.68969,-73.97797,Entire home/apt,193,30,1,21,311
5442313,Brooklyn,Bedford-Stuyvesant,40.68054,-73.91374,Entire home/apt,700,1,6,3,322
5442584,Manhattan,Theater District,40.76115,-73.98224,Entire home/apt,200,30,14,1,284
5443318,Manhattan,Hell's Kitchen,40.76615,-73.9879,Entire home/apt,145,30,11,39,351
5443581,Brooklyn,Williamsburg,40.70892,-73.94982,Entire home/apt,200,14,14,1,0
5445314,Brooklyn,DUMBO,40.70299,-73.98624,Private room,160,1,54,1,10
5445743,Brooklyn,Bedford-Stuyvesant,40.6848,-73.94939,Private room,45,2,43,1,302
5447255,Manhattan,Hell's Kitchen,40.76387,-73.99039,Entire home/apt,151,7,12,1,0
5447434,Manhattan,Hell's Kitchen,40.7634,-73.98928,Private room,98,2,20,1,0
5451108,Brooklyn,Greenpoint,40.73556,-73.9557,Private room,75,6,0,1,0
5454050,Manhattan,Hell's Kitchen,40.76494,-73.9881,Entire home/apt,185,30,15,39,336
5458432,Bronx,Concourse Village,40.83161,-73.91958,Entire home/apt,150,4,6,1,346
5465270,Brooklyn,Boerum Hill,40.68557,-73.99074,Entire home/apt,170,3,7,1,0
5466630,Brooklyn,Bedford-Stuyvesant,40.68481,-73.93187,Entire home/apt,119,2,83,1,217
5466680,Manhattan,Hell's Kitchen,40.76602,-73.99249,Entire home/apt,229,5,5,8,43
5470350,Manhattan,Harlem,40.81574,-73.94877,Private room,80,2,5,1,0
5475870,Manhattan,Hell's Kitchen,40.76909,-73.98639,Private room,100,5,0,1,0
5476046,Brooklyn,Crown Heights,40.67615,-73.92945,Entire home/apt,500,1,68,2,313
5476474,Manhattan,Hell's Kitchen,40.76571,-73.99482,Entire home/apt,120,1,12,1,163
5477034,Brooklyn,Williamsburg,40.71538,-73.94527,Private room,85,1,0,1,0
5477876,Brooklyn,Greenpoint,40.73406,-73.95551,Entire home/apt,135,3,17,1,8
5478741,Manhattan,Midtown,40.74447,-73.98362,Entire home/apt,524,3,57,1,115
5478901,Manhattan,Harlem,40.82205,-73.94523,Private room,60,1,0,1,0
5481762,Brooklyn,Bedford-Stuyvesant,40.68685,-73.95526,Entire home/apt,159,4,142,2,24
5482031,Manhattan,Washington Heights,40.8434,-73.94139,Entire home/apt,200,2,0,1,0
5482918,Queens,Springfield Gardens,40.6631,-73.76749,Private room,73,1,148,2,347
5487204,Brooklyn,Crown Heights,40.67044,-73.94292,Shared room,70,2,2,1,0
5490366,Brooklyn,Bushwick,40.69024,-73.9059,Private room,168,7,1,1,179
5490833,Brooklyn,Bedford-Stuyvesant,40.69195,-73.93487,Private room,75,1,0,1,0
5491149,Manhattan,Upper East Side,40.76272,-73.96775,Entire home/apt,169,3,76,1,126
5492696,Queens,Jackson Heights,40.74761,-73.89466,Entire home/apt,85,4,6,1,0
5494750,Brooklyn,East Flatbush,40.66087,-73.93516,Private room,38,30,1,43,331
5495026,Brooklyn,East Flatbush,40.65881,-73.93376,Private room,48,30,2,43,306
5495927,Bronx,Tremont,40.83887,-73.88805,Private room,42,2,25,3,0
5497874,Manhattan,Upper East Side,40.77045,-73.95564,Private room,80,30,57,3,245
5500197,Brooklyn,Williamsburg,40.71404,-73.93982,Entire home/apt,145,3,8,1,0
5500740,Manhattan,Washington Heights,40.83551,-73.94232,Private room,72,2,18,3,145
5502282,Brooklyn,Williamsburg,40.71074,-73.95429,Private room,95,2,186,2,62
5504568,Brooklyn,Bedford-Stuyvesant,40.68609,-73.95291,Private room,45,4,49,3,40
5505726,Manhattan,Hell's Kitchen,40.7624,-73.99136,Entire home/apt,250,2,64,1,27
5505918,Manhattan,Gramercy,40.73305,-73.98255,Private room,73,5,4,1,0
5506438,Manhattan,Murray Hill,40.74467,-73.97202,Private room,100,1,1,1,0
5507371,Brooklyn,Bedford-Stuyvesant,40.69129,-73.93338,Private room,50,1,1,1,0
5507784,Brooklyn,Williamsburg,40.70565,-73.93518,Entire home/apt,165,1,75,1,365
5509771,Brooklyn,Park Slope,40.66999,-73.98079,Entire home/apt,184,3,123,2,292
5509802,Manhattan,East Harlem,40.79582,-73.9479,Entire home/apt,295,2,0,1,365
5509980,Queens,Ridgewood,40.70612,-73.9079,Entire home/apt,135,2,97,1,0
5510725,Manhattan,Hell's Kitchen,40.76181,-73.98757,Entire home/apt,160,2,53,1,0
5511036,Brooklyn,Crown Heights,40.67687,-73.96242,Entire home/apt,99,3,72,1,266
5511067,Brooklyn,Boerum Hill,40.68607,-73.99048,Entire home/apt,85,10,3,1,0
5512274,Manhattan,West Village,40.73426,-74.00525,Entire home/apt,199,1,1,1,0
5518629,Manhattan,East Village,40.72843,-73.97872,Entire home/apt,195,2,3,1,0
5519207,Manhattan,East Harlem,40.80843,-73.93722,Private room,80,1,134,3,211
5521107,Brooklyn,Crown Heights,40.67049,-73.94177,Private room,69,15,21,1,360
5522518,Manhattan,West Village,40.73174,-74.00309,Entire home/apt,145,3,13,1,0
5523413,Brooklyn,Kensington,40.64321,-73.98294,Private room,52,3,8,2,27
5523654,Manhattan,Harlem,40.81777,-73.95753,Entire home/apt,80,5,2,1,0
5523876,Manhattan,Harlem,40.82056,-73.95661,Entire home/apt,300,2,9,1,0
5524950,Manhattan,Washington Heights,40.85396,-73.93785,Entire home/apt,75,20,2,1,100
5525206,Manhattan,Upper West Side,40.77361,-73.97908,Entire home/apt,180,3,7,1,0
5525510,Manhattan,Chinatown,40.71705,-73.99668,Private room,62,6,62,1,317
5526210,Manhattan,Tribeca,40.71966,-74.00984,Entire home/apt,750,1,50,1,345
5528111,Manhattan,Washington Heights,40.84503,-73.93978,Private room,31,7,0,1,0
5533000,Brooklyn,Bushwick,40.69525,-73.91385,Entire home/apt,250,3,16,2,72
5534192,Manhattan,Washington Heights,40.84347,-73.93406,Entire home/apt,99,1,8,1,0
5534660,Brooklyn,Greenpoint,40.73066,-73.955,Entire home/apt,120,7,17,1,0
5534962,Manhattan,SoHo,40.72092,-73.99966,Entire home/apt,150,3,58,1,40
5536023,Manhattan,East Harlem,40.80177,-73.93532,Entire home/apt,100,7,0,1,0
5536560,Manhattan,Upper West Side,40.78257,-73.97681,Entire home/apt,150,14,6,1,0
5536638,Brooklyn,Williamsburg,40.71986,-73.95619,Private room,99,2,35,3,76
5536824,Manhattan,Midtown,40.74294,-73.98499,Entire home/apt,200,30,9,4,342
5536844,Brooklyn,Park Slope,40.6682,-73.98196,Private room,75,1,0,1,0
5538353,Brooklyn,Prospect-Lefferts Gardens,40.65604,-73.94221,Private room,45,30,0,43,361
5538410,Brooklyn,East Flatbush,40.65546,-73.94619,Private room,45,30,0,43,361
5538720,Brooklyn,Flatlands,40.62506,-73.93046,Private room,59,1,75,3,322
5538798,Brooklyn,Bedford-Stuyvesant,40.69158,-73.93823,Private room,84,2,5,1,364
5541897,Manhattan,Upper West Side,40.78182,-73.98492,Entire home/apt,140,30,11,34,204
5543210,Brooklyn,Columbia St,40.68255,-74.00224,Private room,90,4,8,1,0
5543996,Brooklyn,Midwood,40.61056,-73.96558,Entire home/apt,125,1,0,1,0
5545560,Manhattan,Upper West Side,40.79093,-73.9678,Private room,250,3,33,2,38
5545876,Brooklyn,Prospect-Lefferts Gardens,40.65739,-73.95983,Entire home/apt,100,5,0,1,0
5546217,Brooklyn,Prospect-Lefferts Gardens,40.655,-73.95975,Entire home/apt,190,2,119,1,243
5547081,Brooklyn,Bedford-Stuyvesant,40.68937,-73.95097,Entire home/apt,298,3,17,1,35
5549530,Manhattan,Gramercy,40.7317,-73.98272,Private room,99,2,136,1,33
5550377,Manhattan,East Village,40.72681,-73.97994,Entire home/apt,250,2,12,1,0
5550788,Manhattan,Hell's Kitchen,40.75702,-73.99458,Private room,95,7,2,1,335
5556358,Brooklyn,Williamsburg,40.71755,-73.95437,Private room,110,6,0,1,0
5557097,Manhattan,Washington Heights,40.84898,-73.93642,Private room,59,4,109,2,284
5557135,Manhattan,Murray Hill,40.74444,-73.97174,Shared room,115,1,7,1,0
5557536,Queens,Ridgewood,40.70463,-73.91272,Entire home/apt,200,2,6,1,349
5557684,Brooklyn,Bushwick,40.69099,-73.91665,Private room,75,1,8,1,281
5558242,Brooklyn,Park Slope,40.66907,-73.97609,Entire home/apt,115,5,4,1,0
5558596,Manhattan,Upper West Side,40.77122,-73.98135,Entire home/apt,146,3,45,1,211
5561355,Brooklyn,Williamsburg,40.71193,-73.95605,Private room,110,3,4,5,0
5562394,Brooklyn,Crown Heights,40.67151,-73.95789,Private room,60,1,0,1,0
5562420,Brooklyn,Williamsburg,40.71544,-73.94771,Entire home/apt,450,5,137,1,226
5562710,Manhattan,East Village,40.73097,-73.98178,Entire home/apt,160,1,169,4,238
5562962,Manhattan,Upper East Side,40.77399,-73.95101,Entire home/apt,149,2,15,1,0
5567220,Manhattan,East Harlem,40.80015,-73.94043,Entire home/apt,100,2,32,1,0
5567278,Manhattan,West Village,40.73296,-74.00235,Entire home/apt,220,3,118,1,180
5567361,Brooklyn,Prospect-Lefferts Gardens,40.65507,-73.95824,Entire home/apt,120,1,282,1,187
5567401,Brooklyn,Williamsburg,40.70893,-73.94832,Entire home/apt,99,25,24,1,0
5568799,Manhattan,Harlem,40.81608,-73.9397,Private room,65,1,27,1,1
5569167,Queens,Astoria,40.76272,-73.92004,Private room,50,4,1,1,0
5569302,Brooklyn,Bushwick,40.70336,-73.92416,Entire home/apt,65,5,0,1,0
5569464,Brooklyn,Greenpoint,40.72658,-73.94031,Entire home/apt,125,1,0,1,0
5571405,Manhattan,Upper East Side,40.76324,-73.96251,Private room,75,30,8,9,303
5572393,Brooklyn,East New York,40.66905,-73.88976,Private room,85,2,3,4,353
5578843,Brooklyn,Sunset Park,40.65137,-74.00666,Private room,2000,40,28,2,0
5579147,Brooklyn,South Slope,40.6642,-73.98435,Entire home/apt,149,2,1,1,0
5579629,Brooklyn,Greenpoint,40.72905,-73.95755,Private room,53,2,5,1,0
5580236,Manhattan,Upper West Side,40.80251,-73.96532,Entire home/apt,325,3,2,1,0
5580648,Brooklyn,Bushwick,40.70124,-73.92218,Private room,45,2,13,1,0
5581272,Queens,Far Rockaway,40.59535,-73.75441,Private room,38,30,4,43,222
5581273,Manhattan,Washington Heights,40.85769,-73.93374,Shared room,120,3,38,1,178
5581442,Queens,Far Rockaway,40.59594,-73.75492,Private room,38,30,5,43,312
5582283,Brooklyn,Sunset Park,40.65118,-74.00842,Private room,2000,2,0,2,365
5588253,Brooklyn,Williamsburg,40.70945,-73.95491,Private room,60,3,31,1,147
5588684,Brooklyn,Greenpoint,40.73111,-73.95592,Entire home/apt,190,3,16,1,0
5590387,Manhattan,East Village,40.72566,-73.98032,Private room,125,2,16,1,18
5590400,Manhattan,Harlem,40.81251,-73.95102,Entire home/apt,100,6,0,1,0
5590966,Manhattan,Harlem,40.82778,-73.94884,Private room,70,1,131,1,0
5591612,Brooklyn,Flatbush,40.64913,-73.96379,Entire home/apt,130,1,45,1,7
5593205,Brooklyn,Fort Greene,40.69701,-73.97353,Private room,45,1,1,1,0
5593679,Manhattan,Upper West Side,40.78965,-73.9687,Entire home/apt,110,30,7,1,67
5593725,Manhattan,Harlem,40.82753,-73.94602,Private room,60,3,18,2,0
5593975,Brooklyn,Bedford-Stuyvesant,40.67861,-73.9453,Private room,125,14,7,1,179
5594865,Manhattan,Lower East Side,40.71369,-73.98828,Private room,81,1,3,1,0
5594883,Manhattan,Harlem,40.80672,-73.95404,Private room,80,5,0,1,0
5598465,Queens,Astoria,40.76327,-73.92457,Entire home/apt,105,1,7,1,0
5600260,Manhattan,Greenwich Village,40.72918,-73.99882,Entire home/apt,200,7,1,1,23
5601147,Manhattan,Morningside Heights,40.80469,-73.96381,Entire home/apt,100,1,0,1,0
5602027,Brooklyn,Williamsburg,40.70827,-73.95229,Private room,100,2,0,1,61
5602200,Brooklyn,Bedford-Stuyvesant,40.68417,-73.94977,Entire home/apt,75,2,9,1,0
5602369,Brooklyn,Prospect Heights,40.67909,-73.97315,Entire home/apt,250,5,17,1,36
5604005,Manhattan,Nolita,40.72092,-73.99386,Entire home/apt,400,2,101,1,258
5604704,Brooklyn,Crown Heights,40.67644,-73.95991,Entire home/apt,160,3,134,1,338
5605209,Manhattan,Chinatown,40.7175,-73.99264,Private room,110,1,175,2,43
5605790,Brooklyn,Bushwick,40.69363,-73.91329,Entire home/apt,220,1,76,2,81
5605822,Brooklyn,Bedford-Stuyvesant,40.68175,-73.93886,Entire home/apt,135,3,148,2,134
5606308,Brooklyn,Williamsburg,40.71061,-73.96764,Private room,99,2,41,1,143
5611893,Manhattan,East Village,40.72795,-73.98539,Private room,89,4,6,1,35
5613334,Brooklyn,Prospect Heights,40.67928,-73.97013,Private room,110,7,0,1,0
5615835,Manhattan,East Village,40.72805,-73.98415,Private room,75,3,32,1,72
5616298,Manhattan,Upper West Side,40.7747,-73.98708,Entire home/apt,2000,30,9,11,364
5618341,Brooklyn,Greenpoint,40.73046,-73.95211,Entire home/apt,160,1,0,1,0
5619149,Manhattan,Financial District,40.70462,-74.00986,Entire home/apt,475,2,57,2,141
5621141,Manhattan,Chelsea,40.74406,-73.99551,Entire home/apt,230,4,41,1,236
5623799,Manhattan,Harlem,40.82417,-73.94496,Private room,49,1,0,1,0
5624616,Manhattan,Upper West Side,40.78913,-73.97021,Private room,125,2,7,1,248
5624807,Brooklyn,Crown Heights,40.67051,-73.95851,Entire home/apt,180,2,2,1,0
5625386,Brooklyn,Flatbush,40.65305,-73.95818,Entire home/apt,80,5,1,1,0
5626601,Manhattan,Harlem,40.82855,-73.94745,Private room,55,1,7,1,0
5627418,Brooklyn,Bedford-Stuyvesant,40.68153,-73.93825,Entire home/apt,135,3,140,2,197
5627944,Manhattan,Midtown,40.7555,-73.96826,Entire home/apt,182,4,56,2,148
5628539,Manhattan,Midtown,40.74197,-73.98373,Entire home/apt,209,30,14,4,0
5629953,Manhattan,Harlem,40.82955,-73.9477,Private room,78,7,26,1,0
5631916,Manhattan,Upper East Side,40.76873,-73.95487,Entire home/apt,202,1,0,1,0
5632551,Brooklyn,Bushwick,40.70406,-73.91811,Private room,48,30,3,43,224
5636395,Brooklyn,Bedford-Stuyvesant,40.70021,-73.9447,Private room,81,4,165,1,15
5638270,Manhattan,Lower East Side,40.71286,-73.98849,Shared room,80,2,12,2,89
5638792,Queens,Astoria,40.7576,-73.92134,Private room,60,1,0,2,89
5638917,Brooklyn,Greenpoint,40.72751,-73.94078,Entire home/apt,129,30,5,52,342
5640394,Brooklyn,Bushwick,40.7001,-73.93602,Entire home/apt,100,3,28,1,0
5641644,Brooklyn,Crown Heights,40.67413,-73.95916,Private room,35,3,54,2,0
5641857,Manhattan,Harlem,40.8215,-73.95006,Entire home/apt,100,2,243,2,250
5642982,Manhattan,Washington Heights,40.83481,-73.94317,Private room,82,2,11,3,364
5646613,Queens,Astoria,40.76224,-73.92023,Private room,80,7,0,1,0
5647213,Brooklyn,Bedford-Stuyvesant,40.68294,-73.92672,Entire home/apt,128,4,44,1,88
5647416,Manhattan,Upper East Side,40.76923,-73.95034,Entire home/apt,159,30,14,1,265
5649163,Brooklyn,Bedford-Stuyvesant,40.68373,-73.95016,Entire home/apt,101,7,4,1,365
5649580,Manhattan,Upper East Side,40.77618,-73.95627,Private room,195,5,56,4,145
5649623,Manhattan,Upper West Side,40.77306,-73.98637,Entire home/apt,2000,30,9,11,364
5651523,Manhattan,East Harlem,40.79331,-73.9408,Entire home/apt,160,2,57,1,129
5651679,Manhattan,Harlem,40.80302,-73.94477,Private room,100,7,0,3,365
5651944,Manhattan,Upper East Side,40.77789,-73.95731,Private room,195,5,62,4,84
5652403,Brooklyn,Bedford-Stuyvesant,40.69561,-73.93603,Private room,475,3,1,1,0
5652542,Manhattan,Inwood,40.85991,-73.93193,Entire home/apt,122,3,34,1,0
5652946,Brooklyn,Prospect-Lefferts Gardens,40.65758,-73.95866,Private room,45,14,6,2,0
5656458,Brooklyn,Cobble Hill,40.68534,-73.99471,Entire home/apt,235,5,10,1,0
5656639,Manhattan,Upper West Side,40.78974,-73.97018,Entire home/apt,275,7,15,2,45
5659180,Brooklyn,Flatbush,40.65044,-73.96327,Entire home/apt,99,2,35,2,15
5659204,Manhattan,Washington Heights,40.83514,-73.94334,Private room,78,5,0,3,364
5659417,Manhattan,East Village,40.72866,-73.9806,Entire home/apt,125,3,51,1,67
5659666,Brooklyn,Bedford-Stuyvesant,40.68309,-73.92909,Entire home/apt,125,3,64,1,132
5660972,Brooklyn,Boerum Hill,40.68282,-73.98112,Entire home/apt,170,1,0,1,0
5661080,Manhattan,Chelsea,40.74924,-73.99784,Entire home/apt,165,3,58,1,138
5661276,Manhattan,Hell's Kitchen,40.76561,-73.99439,Entire home/apt,129,1,178,1,272
5661603,Brooklyn,Park Slope,40.67812,-73.97353,Entire home/apt,150,6,1,1,209
5661631,Brooklyn,Crown Heights,40.677,-73.93763,Private room,45,30,0,43,303
5663222,Manhattan,Harlem,40.80663,-73.94991,Private room,90,1,151,1,129
5670038,Manhattan,East Village,40.724,-73.98905,Private room,175,3,85,1,0
